	KW	VD	PR1	PR2	PR3	PR4	PR5	PR6	Tier	Avg_tier_height	Vys_1	Vys_2	Vys_3	Vys_4	Vys_5	Vys_6	DM1	DM2	DM3	DM4	DM5	DM6	Age_class	Age_group	Bon	Vyd_reserve	Full
3033	125	27	9С	1Е					1	21	21	18					22	18					4	2	2	20	0.8
3034	125	28	7Е	3Б					1	16	16	17					14	14					3	2	3	15	0.5
3035	125	29	6Б	2Ос	2Е				1	7	7	7	6				4	4	6				2	1	2	5	0.8
3036	125	30	4Е	3Б	3Ос				1	7	5	8	8				4	4	4				2	1	3	16	0.7
3037	125	31	5Б	3Ос	2Е				1	27	27	29	26				26	32	24				10	5	2	121	0.7
3038	125	32	6Б	2С	2Е				1	25	26	25	24				24	26	24				7	3	1	54	0.7
3039	125	33	6Е	2Б	2Ос				1	25	25	25	27				24	22	28				5	3	2	99	0.8
3040	125	34	6С	2Е	2Б				1	21	21	19	21				22	18	20				4	2	2	15	0.7
3041	125	35	7Б	2Е	1С				1	26	26	24	26				22	22	26				7	3	1	41	0.7
3042	125	36	4Е	2Е	1С	2Ос	1Б		1	27	25	27	28	29	26		24	28	32	36	24		5	3	2	89	0.7
3043	125	37	5Б	2Ос	2Олс	1Е			1	11	11	11	10	8			8	8	8	8			2	1	2	2	0.7
3044	125	38	4Б	4Ос	2Е				1	27	26	29	26				26	40	26				10	5	2	69	0.7
3045	125	39	4Е	2Е	2Б	1Ос	1Олч		1	26	27	24	25	29	25		30	24	24	36	26		8	5	2	66	0.6
3046	125	40	5Б	2Ос	2Олч	1Е			1	2	2.0	2.0	2.0	2.0									1	1	3	3	0.6
3047	125	41	10Б						1	27	27						26						10	5	2	78	0.5
3048	125	42	7Б	2Ос	1Е				1	26	25	29	24				24	32	24				9	4	2	33	0.6
3049	125	43	6Б	4Ос					1	21	20	22					18	20					5	2	2	100	0.9
3050	125	44																									
3051	125	45																									
3052	126	1	6Ос	4Б					1	27	28	26					28	24					7	4	1	103	0.8
3053	126	2	6Ос	4Б					1	28	29	26					32	22					8	5	1	440	0.8
3054	126	3	7Ос	3Б					1	27	28	26					26	22					7	4	1	428	0.9
3055	126	4	6Б	4Ос					1	25	24	27					20	28					7	3	2	127	0.8
3056	126	5	5Б	5Ос					1	26	24	28					20	26					7	3	2	63	0.7
3057	126	6	4Б	2Ос	3Е	1С			1	26	25	28	25	26			24	30	24	26			8	4	2	78	0.8
3058	126	7	5Б	5Ос					1	27	25	28					20	26					7	3	1	228	0.8
3059	126	8	6Б	3Ос	1С				1	27	26	28	26				24	28	26				7	3	1	40	0.7
3060	126	9	7Б	3Ос					1	25	24	28					22	28					7	3	2	147	0.9
3061	126	10	7Ос	3Б					1	27	28	25					26	22					7	4	1	188	0.9
3062	126	11	6Ос	4Б					1	27	28	25					28	24					8	5	1	495	0.8
3063	126	12	7Ос	3Б					1	27	28	25					30	22					7	4	1	53	0.8
3064	126	13	6Ос	4Б					1	27	28	25					28	22					7	4	1	193	0.9
3065	126	14	4Б	3Ос	3Е				1	27	27	29	26				26	32	26				7	3	1	121	0.7
3066	126	15	6Б	3С	1Е				1	20	19	22	19				18	24	18				7	3	3	128	0.8
3067	126	16	8Б	1С	1Е				1	20	20	22	19				18	22	18				7	3	3	45	0.8
3068	126	17	6С	1Е	2Б	1Ос			1	22	21	19	22	26			24	18	18	26			4	2	2	79	0.7
3069	126	18	5Ос	3Б	2Е				1	25	27	24	22				28	22	20				7	4	1	51	0.7
3070	126	19	4Б	4Ос	2Е				1	27	26	28	25				24	30	24				8	4	1	72	0.7
3071	126	20	6Б	4Ос					1	25	24	27					22	26					7	3	2	400	0.9
3072	126	21	7Б	3Ос					1	27	26	28					24	28					7	3	1	96	0.8
3073	126	22	6Е	2Б	2Ос				1	5	5	6	6				6	4	4				2	1	3	10	0.6
3074	126	23	7Е	2Б	1Ос				1	13	13	14	15				12	10	12				2	1	2	26	0.9
3075	126	24	5Е	3Б	2Ос				1	15	13	17	18				14	14	16				3	2	2	71	0.8
3076	126	25																									
3077	126	26																									
3078	127	1	7Б	3Ос					1	26	25	27					20	28					7	3	1	13	0.8
3079	127	2	6Б	4Ос					1	25	24	26					20	26					7	3	2	263	0.8
3080	127	3	4Е	1С	3Б	2Ос			1	24	22	25	24	26			18	26	20	26			4	2	1	79	0.8
3081	127	4	4Ос	3Б	3Е				1	27	28	26	26				28	26	24				8	5	1	103	0.7
3082	127	5	8С	1Е	1Б				1	21	21	18	19				22	16	16				4	2	2	43	0.7
3083	127	6	6Е	2С	2Б				1	19	19	20	20				18	20	18				4	2	2	67	0.7
3084	127	7	8Е	2С					1	22	21	24					18	26					4	2	2	62	0.8
3085	127	8	4С	2Е	2Б	2Ос			1	25	26	22	25	27			26	20	20	28			4	2	1	31	0.8
3086	127	9	7С	1Е	2Б				1	23	25	19	19				24	18	16				4	2	1	25	0.7
3087	127	10	4С	1Е	3Б	2Ос			1	23	23	20	23	26			26	20	20	26			4	2	2	33	0.7
3088	127	11	5Е	1С	2Б	2Ос			1	26	25	25	25	28			24	26	22	28			5	3	2	99	0.7
3089	127	12	4Ос	3Б	3Е				1	27	28	26	26				28	26	24				8	5	1	128	0.9
3090	127	13	5Е	3Б	2Ос				1	24	23	24	27				22	20	28				4	2	2	41	0.7
3091	127	14	пере						, о		сок						ово						е,		тор		рфяно
3092	127	15	4С	4Е	2Б				1	26	28	26	24				28	22	20				5	3	1	86	0.9
3093	127	16	5Б	2Ос	3Е				1	25	24	28	23				24	32	24				10	5	2	37	0.4
3094	127	17	3С	3Е	4Б				1	23	24	22	22				24	22	20				5	3	2	31	0.6
3095	127	18	6Ос	2Б	2Е				1	28	29	26	25				32	24	24				8	5	1	42	0.7
3096	127	19	5С	5Б					1	2	1.0	2.0											1	1	2	2	0.8
3097	127	20	5Е	3Б	2Ос				1	24	23	24	26				24	20	26				4	2	1	76	0.7
3098	127	21	6Б	3Ос	1Е				1	25	24	27	23				22	26	22				7	3	2	118	0.8
3099	127	22	6Б	3Е	1С				1	14	14	12	15				10	12	16				5	2	4	109	0.8
3100	127	23	5Е	1С	4Б				1	12	12	13	12				10	14	8				3	2	3	45	0.8
3101	127	24	7Е	1С	2Б				1	19	19	20	19				18	20	16				4	2	2	83	0.9
3102	127	25	4Е	1С	3Б	2Ос			1	21	19	20	21	23			18	20	18	24			4	2	2	116	0.8
3103	127	26	4С	1Е	4Б	1Ос			1	25	25	24	25	28			28	22	26	28			5	3	2	115	0.8
3104	127	27	3С	2Е	3Б	2Ос			1	21	21	19	21	24			22	18	18	24			4	2	2	186	0.7
3105	127	28	4С	2Е	4Б				1	18	19	17	17				22	16	16				4	2	3	62	0.6
3106	127	29	4С	4Е	2Б				1	22	23	21	20				24	20	18				4	2	2	79	0.8
3107	127	30	7С	1Е	2Б				1	22	23	21	21				22	20	20				4	2	2	36	0.8
3108	127	31	5Б	2Ос	2С	1Е			1	23	21	26	25	22			22	28	26	20			7	3	3	43	0.6
3109	127	32	6С	1Е	1Б	2Ос			1	26	27	22	22	28			28	20	18	32			6	4	2	67	0.7
3110	127	33	3Е	5Б	2Ос				1	8	8	8	8				6	4	4				2	1	2	16	0.8
3111	127	34	8Е	2Б					1	9	8	12					8	10					2	1	4	8	0.4
3112	127	35	6Е	2Б	2Ос				1	18	18	17	18				16	14	16				3	2	1	26	0.7
3113	127	36	8Б	2Е					1	25	25	23					28	24					12	5	3	42	0.6
3114	127	37	6Б	2Ос	1С	1Е			1	24	24	25	24	20			24	28	28	20			7	3	2	76	0.7
3115	127	38	7Е	3Б					1	9	9	9					8	6					2	1	3	3	0.9
3116	127	39	3Б	3Ос	2С	2Е			1	26	25	28	26	24			22	28	26	24			7	3	1	153	0.7
3117	127	40	6Ос	3Б	1Е				1	2	2.0	2.0	1.0										1	1	2	1	0.6
3118	127	41	7Б	2С	1Е				1	3	3	2.0	2.0				2						1	1	2	8	0.7
3119	127	42	4Ос	3Б	2С	1Е			1	24	25	23	23	20			28	22	24	20			7	4	1	34	0.6
3120	127	43	6С	2С	2Б				1	22	21	26	20				22	28	18				4	2	2	29	0.6
3121	127	44	4С	1Е	4Б	1Ос			1	21	21	19	21	22			24	18	20	24			4	2	2	40	0.7
3122	127	45																									
3123	127	46																									
3124	128	1	6Б	3Ос	1Олс				1	5	5	6	5				4	4	4				1	1	2	8	0.9
3125	128	2	3Е	2Е	4Б	1Ос			1	24	26	20	23	27			28	18	20	32			6	4	2	30	0.6
3126	128	3	4Е	2Б	2Ос	2Олс			1	3	4	3	3	3			4	2	2	2			1	1	3	1	0.5
3127	128	4	4Б	4Ос	2Е				1	26	25	28	24				24	32	22				10	5	2	63	0.6
3128	128	5	5Е	1С	4Б				1	22	22	23	22				20	24	18				4	2	2	29	0.7
3129	128	6	6Е	1С	3Б				1	21	21	22	21				20	22	18				4	2	2	80	0.8
3130	128	7	5Е	1С	4Б				1	19	19	20	19				18	22	16				4	2	3	50	0.8
3131	128	8	5Е	4Б	1Ос				1	24	23	24	27				20	22	30				4	2	2	7	0.3
3132	128	9	7Е	1С	2Б				1	23	23	23	21				20	22	18				4	2	2	82	0.9
3133	128	10	4Е	2Е	4Б				1	23	22	24	23				20	28	20				4	2	2	28	0.4
3134	128	11	6Б	2Ос	2Е				1	2	2.0	2.0	1.0										1	1	2	21	0.8
3135	128	12	4Е	1С	3Б	2Ос			1	21	19	22	22	25			18	24	20	26			4	2	2	24	0.7
3136	128	13	6С	3Е	1Б				1	20	21	19	18				22	18	18				4	2	2	244	0.8
3137	128	14	10С						1	21	21						22						4	2	2	238	0.9
3138	128	15	10Е						1	-													1	1	2		70
3139	128	16	9Б	1Ос					1	23	23	24					18	28					7	3	2	24	0.6
3140	128	17	6Ос	2Б	2Е				1	27	29	24	23				36	22	20				11	5	1	9	0.3
3141	128	18	4Е	3С	2Б	1Ос			1	23	22	24	22	25			22	28	20	28			5	3	3	54	0.3
3142	128	19	6С	2С	2Е				1	22	21	26	19				22	32	18				4	2	2	36	0.6
3143	128	20	5Е	3Ос	2Б				1	27	26	28	26				24	30	22				5	3	1	89	0.8
3144	128	21	6Е	2Б	2Ос				1	22	21	22	24				18	18	26				4	2	2	46	0.8
3145	128	22	4Б	2Ос	2С	2Е			1	23	23	25	24	19			20	28	24	18			6	2	2	35	0.7
3146	128	23	7Ос	3Б					1	25	26	24					28	22					6	4	1	188	0.8
3147	128	24	4Б	4Ос	2Е				1	24	23	27	22				22	32	24				7	3	2	25	0.6
3148	128	25	5Е	3Е	1Б	1Ос			1	24	23	26	24	27			24	32	24	36			5	3	2	148	0.8
3149	128	26	5Ос	3Б	2Е				1	23	24	22	21				32	20	20				7	4	2	18	0.6
3150	128	27	6Е	4Б					1	21	21	20					20	20					4	2	2	12	0.3
3151	128	28	6Е	2Е	2Б				1	21	20	23	21				20	28	22				4	2	3	27	0.5
3152	128	29	5Б	2Ос	3Е				1	2	2.0	2.0	1.0										1	1	3	5	0.8
3153	128	30	4Е	2С	3Б	1Ос			1	24	23	25	23	27			24	28	24	32			5	3	3	46	0.3
3154	128	31	8Б	1С	1Е				1	23	23	23	20				20	24	20				6	2	2	22	0.6
3155	128	32	9С	1Е					1	21	21	19					22	18					4	2	2	286	0.8
3156	128	33	7Е	3С					1	21	21	21					20	22					4	2	2	37	0.8
3157	128	34	4Б	4Ос	2Е				1	3	3	3	2.0				2	2	2				1	1	2		0.4
3158	128	35	4Б	2Ос	2С	2Е			1	21	21	22	22	20			18	22	24	20			6	2	2	12	0.7
3159	128	36																									
3160	128	37																									
3161	128	38																									
3162	128	39																									
3163	129	1	7Б	2Ос	1Е				1	23	23	24	22				20	28	22				7	3	2	10	0.5
3164	129	2	4Е	1С	4Б	1Ос			1	21	19	22	22	24			18	24	20	26			4	2	2	62	0.9
3165	129	3	6Е	2Б	2Ос				1	24	24	23	26				24	22	32				5	3	2	11	0.4
3166	129	4	6Б	2Ос	2Е				1	22	22	24	20				20	26	20				7	3	2	30	0.7
3167	129	5	7С	2Е	1Б				1	21	21	19	20				24	18	18				4	2	2	66	0.8
3168	129	6	4Е	1С	3Б	2Ос			1	22	21	23	22	24			20	24	20	26			3	2	1	121	0.8
3169	129	7	7Ос	3Б					1	27	28	25					32	26					8	5	1	169	0.6
3170	129	8	4Е	4Ос	2Б				1	2	2.0	2.0	2.0										1	1	2	1	0.5
3171	129	9	4Ос	2Б	4Е				1	27	30	27	25				32	28	26				9	5	1	19	0.4
3172	129	10	4Е	2Е	1Б	3Ос			1	27	28	24	24	29			32	24	24	32			8	5	2	54	0.6
3173	129	11	5Ос	3Б	2Е				1	27	30	25	24				32	24	24				9	5	1	180	0.6
3174	129	12	5Е	3Б	2Ос				1	2	2.0	2.0	2.0										1	1	2	5	0.5
3175	129	13	6Б	4Е					1	24	25	22					24	20					9	4	2	32	0.5
3176	129	14	6Б	3Ос	1Е				1	26	25	27	24				24	32	24				9	4	2	35	0.6
3177	129	15	4Е	2Е	2Б	2Ос			1	22	19	25	23	25			18	28	24	28			4	2	2	60	0.7
3178	129	16	6Е	4Б					1	10	9	12					10	8					2	1	3	20	0.8
3179	129	17	5Е	4Б	1Ос				1	21	19	23	25				18	22	28				4	2	2	19	0.7
3180	129	18	8Е	2Е					1	23	22	25					20	28					4	2	2	31	0.8
3181	129	19	7Ос	3Б					1	27	28	25					32	26					8	5	1	54	0.6
3182	129	20	4Е	4Б	2Ос				1	3	3	3	3				4	2	2				1	1	2	2	0.6
3183	129	21	7Ос	3Б					1	27	28	24					32	22					7	4	1	271	0.8
3184	129	22	5Е	2Е	3Б				1	26	28	24	24				32	24	24				8	5	2	54	0.6
3185	129	23	4Е	4Б	2Ос				1	3	3	3	3				4	2	2				1	1	2	2	0.6
3186	129	24	5Е	2Е	3Б				1	26	28	24	24				32	24	24				8	5	2	70	0.5
3187	129	25	4Б	3Ос	3Е				1	26	25	28	25				26	32	28				10	5	2	39	0.5
3188	129	26	4Е	2Е	4Б				1	25	24	27	24				24	28	24				5	3	2	46	0.6
3189	129	27	6Б	1Ос	3Е				1	15	15	16	14				10	10	14				3	2	2	41	0.8
3190	129	28	4С	2Е	4Б				1	26	27	25	25				32	28	24				8	5	2	39	0.5
3191	129	29	4Б	2Ос	2Олс	2Е			1	6	6	6	6	4			4	4	4	4			2	1	3	4	0.6
3192	129	30	5С	3Е	2Б				1	25	26	24	24				32	28	24				8	5	3	20	0.5
3193	129	31	7Ос	3Б					1	26	27	24					28	20					7	4	1	304	0.8
3194	129	32	3Е	2С	4Б	1Ос			1	22	21	23	21	22			22	24	20	24			4	2	2	43	0.8
3195	129	33	4Е	3Е	3Б				1	24	26	23	23				32	24	24				7	4	3	83	0.4
3196	129	34	3Е	2Е	1Б	4Ос			1	25	26	20	24	28			28	20	24	40			6	4	2	43	0.3
3197	129	35	4Б	2Ос	2Олс	2Е			1	6	6	6	6	4			4	4	4	4			2	1	3	50	0.7
3198	129	36	5С	2Е	2Б	1Ос			1	25	26	23	23	26			32	24	24	40			8	5	3	24	0.3
3199	129	37	10С						1	20	20						24						8	4	4	69	0.6
3200	129	38	10С						1	20	20						24						6	3	4	76	0.7
3201	129	39	5С	5С					1	10	12	8					14	10					6	3	5А	25	0.5
3202	129	40																									
3203	129	41																									
3204	129	42																									
3205	130	1	6Б	3Ос	1Е				1	23	23	25	17				20	28	18				6	2	2	176	0.8
3206	130	2	9Ос	1Б					1	26	26	23					26	30					6	4	1	20	0.9
3207	130	3	5Е	1С	2Б	2Ос			1	16	14	14	18	18			14	14	14	14			2	1	2	6	0.5
3208	130	4	4Б	2Ос	3С				1	23	23	25	24				22	28	24				6	2	2	47	0.8
3209	130	5	8Ос	2Б					1	26	27	24					28	22					7	4	1	118	0.9
3210	130	6	9Ос	1Б					1	27	27	25					28	24					7	4	1	63	0.7
3211	130	7	6Б	2Ивд	2Е				1	9	10	10	7				6	8	8				2	1	2	6	0.7
3212	130	8	2Е	2Е	1С				1	26	27	23	28				32	24	40				8	5	2	34	0.4
3213	130	9	6Е	2Б	2Ос				1	22	22	20	25				24	18	28				5	3	3	26	0.3
3214	130	10																							3		
3215	130	11	5Е	3Б	2Ос				1	4	4	3	3				4	2	2				1	1	4	7	0.4
3216	130	12	5Б	2Ос	1Е				1	24	23	26	22				24	32	22				10	5	3	48	0.6
3217	130	13	4Е	3Е	3С				1	26	27	24	28				32	24	32				8	5	2	33	0.5
3218	130	14	5Ос	2Б	2Е				1	25	28	24	20				36	22	22				10	5	1	111	0.4
3219	130	15	5Е	3Ос	2Б				1	3	3	2.0	2.0				2						1	1	2	2	0.4
3220	130	28	6Ос	3Б	1Е				1	26	28	24	23				36	22	22				9	5	1	130	0.6
3221	130	29	6Е	2Б	2Ос				1	3	3	3	3				4	2	2				1	1	2	3	0.5
3222	130	30	4Е	2Е	2С				1	27	28	25	29				36	26	40				8	5	2	72	0.5
3223	130	31	4Б	2Ос	2С				1	22	22	24	23				24	28	28				9	4	3	42	0.6
3224	130	32	4С	2Е	4Б				1	24	26	24	22				32	28	24				8	5	3	33	0.3
3225	130	33	6Б	4С					1	16	15	17					12	18					8	4	4	29	0.7
3226	130	34	7Б	3Ос					1	25	24	27					22	28					7	3	2	77	0.8
3227	130	35	6Ос	3Б	1Е				1	26	28	24	23				32	24	24				8	5	1	49	0.6
3228	130	36	5Е	3Ос	2Б				1	3	3	2.0	2.0				2						1	1	2	3	0.4
3229	130	37	8Б	2С					1	15	15	17					12	18					8	4	4	13	0.7
3230	130	43	6С	2Е	2Б				1	25	26	24	22				32	28	24				8	5	3	143	0.5
3231	130	44	8С	2Б					1	21	22	19					28	18					8	4	4	56	0.4
3232	130	45	10С						1	18	18						22						6	3	4	38	0.6
3233	130	46	10С						1	9	9						10						4	2	5А	4	0.5
3234	130	47	7С	3Б					1	18	18	17					24	16					8	4	5	19	0.3
3235	130	48	6С	3Е	1Б				1	24	25	24	22				32	24	24				8	5	3	37	0.6
3236	130	49	3Б	3Ос	4С				1	24	23	25	24				22	28	28				9	4	3	15	0.6
3237	130	50	5С	3Е	1Б	1Ос			1	25	26	24	24	27			32	24	22	32			7	4	2	23	0.6
3238	130	51	6С	2Б	2Ос				1	25	25	23	26				28	22	32				5	3	2	24	0.7
3239	130	52	6С	2Б	2Ос				1	23	23	21	24				24	20	28				4	2	2	39	0.7
3240	130	53	4Б	3Ос	3С				1	24	22	26	24				20	28	24				8	4	3	37	0.7
3241	130	54	6Б	4С					1	16	16	17					12	18					6	2	4	16	0.7
3242	130	55	5С	5Б					1	17	18	16					18	14					4	2	3	12	0.7
3243	130	56	7С	2Б	1Ос				1	23	23	21	24				24	20	28				4	2	2	51	0.8
3244	130	57	4Ос	2Б	3С				1	27	29	24	28				36	24	32				11	5	1	256	0.7
3245	130	58	7С	3Б					1	20	21	19					22	18					4	2	2	14	0.7
3246	130	59	8С	2Б					1	13	13	12					16	10					4	2	5	14	0.6
3247	130	60																									
3248	130	61																									
3249	130	62																									
3250	130	16	4С	2Е	2Е	2Б			1	25	27	26	22	22			30	30	20	20			8	5	2	24	0.7
3251	130	17	5Ос	2Б	2Е	1С			1	26	28	24	23	26			36	22	24	28			10	5	1	20	0.4
3252	130	18	8Б	1С	1Е				1	24	24	26	23				24	28	24				10	5	2	41	0.7
3253	130	19	6С	4Е					1	27	28	26					30	28					8	5	2	27	0.7
3254	130	20	2Е	2Е	1С	4Ос	1Б		1	26	27	22	27	28	24		32	22	32	36	24		8	5	2	51	0.6
3255	130	21	6Е	3Б	1Ос				1	2	2.0	2.0	2.0										1	1	3	1	0.4
3256	130	22	5Е	3Ос	2Б				1	3	3	2.0	2.0				2	2	2				1	1	2	3	0.4
3257	130	23	5Ос	2Б	2Е	1С			1	25	28	24	20	23			36	24	20	24			10	5	1	109	0.4
3258	130	24	5Ос	2Б	2Е	1С			1	26	29	23	23	26			36	22	24	32			11	5	1	11	0.6
3259	130	25	5Е	3Ос	2Б				1	3	3	2.0	2.0				2						1	1	2	3	0.4
3260	130	26	5Ос	2Б	2Е	1С			1	26	28	24	23	23			36	24	24	28			10	5	1	36	0.5
3261	130	27	5С	1Е	2Б	2Ос			1	27	28	24	24	29			32	24	24	36			7	4	2	53	0.7
3262	130	38	3Е	2Е	2С	2Б			1	27	28	24	28	24			32	24	32	28			8	5	2	27	0.5
3263	130	39	6С	2Е	2Б				1	25	26	24	22				32	28	24				8	5	3	14	0.4
3264	130	40	8С	2Б					1	21	22	19					28	18					8	4	4	16	0.5
3265	130	41	10С						1	19	19						24						6	3	4	13	0.6
3266	130	42	10С						1	9	9						10						4	2	5А	3	0.5
3267	193	1	8Е	2Б					1	19	19	21					14	16					3	2	1	8	0.8
3268	193	2	5Е	4Е	1С				1	25	27	22	25				32	22	28				9	4	2	50	0.5
3269	193	3	8Е	2С					1	20	20	20					16	20					4	2	2	120	0.7
3270	193	4	4Е	6Б					1	6	2.0	9					2	6					1	1	3	15	0.7
3271	193	5	7С	2Е	1Б				1	25	26	23	24				28	22	20				7	3	2	37	0.6
3272	193	6	4С	4Е	2Б				1	25	26	23	26				32	30	30				8	4	3	17	0.4
3273	193	7	6С	2Е	2Б				1	22	22	22	24				20	20	20				4	2	2	30	0.8
3274	193	8	6Б	4С					1	20	20	20					16	18					7	2	3	61	0.7
3275	193	9	8Е	2Б					1	24	24	24					22	22					5	2	2	30	0.6
3276	193	10	10Б						1	22	22						16						6	2	2	142	0.7
3277	193	11	4Е	3Е	3Б				1	23	26	19	23				30	16	20				7	3	2	52	0.6
3278	193	12	7С	1Е	2Б				1	20	20	18	21				20	16	16				3	2	1	35	0.8
3279	193	13	6Е	4Б					1	13	11	15					8	16					2	1	2	27	0.7
3280	193	14	7Е	1С	2Б				1	24	24	24	25				26	28	30				5	2	2	54	0.6
3281	193	15	7Б	1Ос	1С	1Е			1	25	25	27	24	22			28	32	28	24			10	4	2	18	0.6
3282	193	16	5Е	3Б	2Олс				1	11	9	14	10				8	10	8				2	1	3	28	0.7
3283	193	17	6Е	4Б					1	19	18	21					14	16					3	2	2	111	0.8
3284	193	18	8Б	2Е					1	11	11	9					8	10					4	2	4	5	0.7
3285	193	19	5С	2Е	3Б				1	22	19	25	24				18	30	18				5	2	4	121	0.7
3286	193	20	7Б	2Е	1С				1	22	23	20	23				18	20	22				7	2	2	138	0.8
3287	193	21	7Е	1С	2Б				1	21	20	22	23				20	20	18				4	2	2	193	0.8
3288	193	22	7Б	1Ос	2Е				1	22	22	24	22				16	20	20				7	2	2	142	0.7
3289	193	23	6Б	1Ос	2Е	1С			1	23	23	25	22	23			18	20	20	20			6	2	1	30	0.6
3290	193	24	10Е						1	15	15						16						2	1	1	53	0.7
3291	193	25	4Б	3Ос	3Е				1	24	24	27	22				26	30	20				7	2	2	34	0.7
3292	193	26	5С	3Е	2Б				1	21	21	19	23				20	20	20				4	2	2	246	0.8
3293	193	27	4Олч	3Б	3Е				1	11	12	12	9				14	10	10				4	2	3	10	0.6
3294	193	28	6Е	1С	3Б				1	22	21	23	23				26	26	22				5	2	3	37	0.6
3295	193	29	6Е	1С	3Б				1	18	17	19	21				18	20	16				3	2	2	76	0.8
3296	193	30	7С	1Е	2Б				1	24	24	23	24				20	20	20				4	2	1	52	0.7
3297	193	31	6Б	1Ос	3Е				1	21	21	22	20				18	18	18				5	2	1	34	0.8
3298	193	32	5Б	1Олч	4Е				1	23	23	23	22				22	28	26				8	3	2	14	0.6
3299	193	33	6Б	1Ос	3Е				1	23	23	24	22				22	26	22				6	2	2	73	0.8
3300	193	34	6Б	2С	2Е				1	19	18	20	19				16	18	20				6	2	3	52	0.6
3301	193	35	7Б	3Е					1	17	18	15					14	16					6	2	3	19	0.6
3302	193	36	5Е	3С	2Б				1	20	19	22	21				16	18	16				3	2	2	34	0.8
3303	193	37	7С	1Е	2Б				1	24	24	23	24				20	20	20				4	2	1	23	0.7
3304	193	38	6Е	2С	1Б	1Ос			1	21	21	21	21	24			18	20	14	24			4	2	2	46	0.8
3305	193	39	3Е	2Е	3Б	2Ос			1	26	24	27	25	27			22	30	22	36			5	2	2	199	0.6
3306	193	40	6Е	3Б	1Олч				1	24	23	25	22				30	28	28				9	4	3	20	0.4
3307	193	41	5С	2Е	3Б				1	23	23	22	24				24	22	22				4	2	1	48	0.8
3308	193	42																									
3309	193	43																									
3310	194	16	7Б	2С	1Е				1	22	22	22	20				20	22	22				6	2	2	34	0.7
3311	194	28	4С	2Е	4Б				1	14	20	21	23				20	20	18				4	2	1	34	0.7
3312	194	29	10С						1	20	20						18						4	2	2	89	0.8
3313	194	30	10С						1	19	19						20						4	2	3	13	0.5
3314	194	31	4Е	2Е	2С	2Б			1	22	21	24	22	24			20	30	26	22			4	2	2	34	0.7
3315	194	32	6С	2Е	2Б				1	22	22	21	22				20	20	18				4	2	2	42	0.7
3316	194	33	6Ос	2Б	2Е				1	22	23	22	21				18	16	16				6	4	2	74	0.8
3317	194	34	7Е	2Ос	1Б				1	22	22	23	23				18	18	20				3	2	1	85	0.8
3318	194	35	5Е	3Б	2Ос				1	21	20	22	23				18	20	20				4	2	2	177	0.8
3319	194	36	3Б	3Ос	4Е				1	23	24	25	20				22	30	18				7	3	2	53	0.7
3320	194	37	6Е	2Б	2Ос				1	21	20	23	24				18	20	36				4	2	2	37	0.6
3321	194	38	4С	2Е	4Б				1	22	22	22	22				20	20	18				3	2	1	40	0.7
3322	194	39	8Е	1С	1Б				1	21	21	21	22				18	18	18				4	2	1	28	0.8
3323	194	40																									
3324	194	1	4Е	3Б	3Ос				1	1	1.0	1.0	1.0										1	1	3		0.6
3325	194	2	9Е	1Б					1	21	21	22					16	18					4	2	2	119	0.8
3326	194	3	5Б	4Ос	1Олс				1	23	22	24	19				16	22	16				6	2	2	47	0.8
3327	194	4	5Ос	4Б	1Олс				1	23	24	22	19				22	16	16				6	4	1	43	0.8
3328	194	5	6Е	2Олс	2Б				1	20	20	19	21				20	18	18				4	2	2	13	0.6
3329	194	6	7С	1Е	2Б				1	22	22	20	23				26	26	20				4	2	2	34	0.7
3330	194	7	5Б	5Олс					1	18	19	17					16	16					5	2	2	17	0.5
3331	194	8																									
3332	194	9	3Е	2Е	2С				1	23	23	20	23				32	20	28				8	5	3	134	0.7
3333	194	10	10Ол						1	7	7						4						2	1	2	14	0.6
3334	194	11	10Ол						1	16	16						14						4	3	2	14	0.8
3335	194	12	5Б	2Олч	3Е				1	23	24	21	22				28	20	26				11	5	3	21	0.4
3336	194	13																									
3337	194	14	5Е	4Б	1Ос				1	22	21	23	25				20	18	28				4	2	2	180	0.7
3338	194	15	10Ол						1	7	7						4						2	1	2	12	0.6
3339	194	17																									
3340	194	18	7Олс	3Б					1	18	17	19					16	16					5	4	2	82	0.6
3341	194	19	7Е	2Б	1С				1	24	24	25	24				20	22	22				4	2	1	54	0.7
3342	194	20																									
3343	194	21	3Б	3Ос	4Е				1	23	24	25	20				22	30	18				7	3	2	322	0.7
3344	194	22	6Б	3С	1Е				1	24	24	24	19				20	24	20				7	3	2	32	0.7
3345	194	23	4Е	2Е	2С	2Б			1	22	21	24	22	24			20	30	26	22			4	2	2	257	0.7
3346	194	24	6Ос	2Б	2Е				1	22	23	22	21				18	16	16				6	4	2	26	0.8
3347	194	25	6Е	2Б	2Ос				1	21	20	23	24				18	20	36				4	2	2	21	0.6
3348	194	26	4С	2Е	3Б	1Ос			1	22	22	21	23	25			20	20	20	26			4	2	1	48	0.8
3349	194	27	7С	2Е	1Б				1	22	22	19	23				22	18	20				4	2	1	187	0.7
3350	194	41																									
3351	194	42																									
3352	194	43																									
3353	194	44																									
3354	195	1	4Е	3Е	2Ос	1Б			1	24	24	21	27	25			30	20	36	26			9	4	3	61	0.5
3355	195	2	8Е	2Б					1	23	22	25					20	24					6	2	3	20	0.3
